,Unnamed: 0,VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
1799038,1799038,2,1.0,17.44,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1800325,1800325,1,1.0,17.9,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1800708,1800708,2,1.0,16.67,2.0,230,132,1,70.0,0.0,0.5,13.0,6.94,1.0,94.69,2.5,0.0,0.75
1801202,1801202,2,1.0,18.73,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1802115,1802115,2,2.0,17.61,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1802978,1802978,2,1.0,18.01,2.0,230,132,3,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
1802979,1802979,2,1.0,18.01,2.0,230,132,3,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1806683,1806683,1,1.0,17.2,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1808105,1808105,2,1.0,17.1,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
1809053,1809053,1,1.0,16.1,5.0,230,132,1,85.0,0.75,0.0,20.31,11.94,1.0,119.0,0.0,0.0,0.75
1811819,1811819,2,1.0,19.9,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
1812875,1812875,2,1.0,18.32,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
1815685,1815685,2,2.0,16.35,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1818131,1818131,2,4.0,14.42,5.0,230,132,1,83.0,0.0,0.0,18.84,6.94,1.0,113.03,2.5,0.0,0.75
1818701,1818701,2,2.0,17.36,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1818873,1818873,2,1.0,18.75,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1818942,1818942,2,2.0,16.63,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1819419,1819419,2,2.0,18.19,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1819630,1819630,2,1.0,17.68,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1819833,1819833,2,2.0,16.5,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1821096,1821096,1,1.0,17.7,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1821414,1821414,1,1.0,16.6,2.0,230,132,1,70.0,3.25,0.5,28.0,0.0,1.0,102.75,2.5,0.0,0.75
1821880,1821880,2,1.0,16.77,2.0,230,132,1,70.0,0.0,0.5,12.0,6.94,1.0,93.69,2.5,0.0,0.75
1822338,1822338,1,1.0,15.6,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1822548,1822548,1,1.0,16.2,2.0,230,132,1,70.0,3.25,0.5,10.0,0.0,1.0,84.75,2.5,0.0,0.75
1822843,1822843,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1823352,1823352,2,1.0,17.46,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1823962,1823962,2,2.0,17.07,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1824081,1824081,2,1.0,17.61,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1824994,1824994,2,1.0,17.84,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1825290,1825290,2,1.0,16.69,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1827496,1827496,2,2.0,17.99,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1828442,1828442,2,1.0,16.97,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1828573,1828573,2,1.0,16.86,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1830694,1830694,2,1.0,17.86,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
1833051,1833051,1,1.0,16.9,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1833488,1833488,2,2.0,16.94,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1833533,1833533,2,2.0,16.87,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1834169,1834169,1,0.0,17.1,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1836126,1836126,2,1.0,16.96,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1836174,1836174,2,2.0,16.4,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
1836221,1836221,7,1.0,17.45,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1836663,1836663,2,1.0,15.4,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1837421,1837421,2,1.0,16.48,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1838640,1838640,2,4.0,17.91,5.0,230,132,2,85.0,0.0,0.0,0.0,0.0,1.0,89.25,2.5,0.0,0.75
1841464,1841464,2,1.0,14.6,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1842179,1842179,2,1.0,16.51,2.0,230,132,1,70.0,0.0,0.5,12.0,6.94,1.0,93.69,2.5,0.0,0.75
1842765,1842765,2,2.0,15.6,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1844094,1844094,1,1.0,17.0,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1844597,1844597,1,1.0,15.7,5.0,230,132,2,89.0,0.75,0.0,0.0,6.94,1.0,97.69,0.0,0.0,0.75
1845484,1845484,1,3.0,18.1,5.0,230,132,1,86.69,0.75,0.0,17.65,0.0,1.0,106.09,0.0,0.0,0.75
1845850,1845850,2,2.0,15.75,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1846129,1846129,2,2.0,17.48,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1846620,1846620,2,1.0,16.0,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1848014,1848014,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1848096,1848096,2,3.0,15.75,5.0,230,132,2,85.0,0.0,0.0,0.0,0.0,1.0,89.25,2.5,0.0,0.75
1849674,1849674,2,1.0,14.61,2.0,230,132,2,70.0,5.0,0.5,0.0,0.0,1.0,79.75,2.5,0.0,0.75
1850571,1850571,1,1.0,18.6,2.0,230,132,1,70.0,8.25,0.5,19.95,0.0,1.0,99.7,2.5,0.0,0.75
1852379,1852379,2,1.0,18.09,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1853824,1853824,2,3.0,16.58,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1854341,1854341,2,2.0,14.91,2.0,230,132,2,70.0,5.0,0.5,0.0,0.0,1.0,82.25,2.5,0.0,0.75
1854600,1854600,2,1.0,16.44,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1855866,1855866,2,1.0,16.75,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1856192,1856192,2,2.0,18.76,2.0,230,132,1,70.0,5.0,0.5,3.0,6.94,1.0,89.69,2.5,0.0,0.75
1856775,1856775,2,4.0,16.95,5.0,230,132,2,130.0,0.0,0.0,0.0,0.0,1.0,134.25,2.5,0.0,0.75
1856918,1856918,2,1.0,16.29,2.0,230,132,1,70.0,5.0,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
1857212,1857212,2,2.0,17.01,2.0,230,132,1,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1857486,1857486,2,1.0,16.28,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1857772,1857772,2,2.0,16.34,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1858345,1858345,2,1.0,15.72,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1863832,1863832,2,1.0,15.84,2.0,230,132,1,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1864105,1864105,2,1.0,14.82,2.0,230,132,1,70.0,5.0,0.5,12.0,0.0,1.0,91.75,2.5,0.0,0.75
1864498,1864498,2,1.0,15.17,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1865665,1865665,2,1.0,16.17,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1865718,1865718,2,1.0,16.3,5.0,230,132,4,-95.0,0.0,0.0,-19.85,0.0,-1.0,-119.1,-2.5,0.0,-0.75
1865719,1865719,2,1.0,16.3,5.0,230,132,4,95.0,0.0,0.0,19.85,0.0,1.0,119.1,2.5,0.0,0.75
1866062,1866062,2,2.0,17.52,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1867836,1867836,2,1.0,16.02,2.0,230,132,1,70.0,5.0,0.5,19.94,0.0,1.0,99.69,2.5,0.0,0.75
1880472,1880472,2,2.0,17.99,2.0,230,132,1,70.0,5.0,0.5,7.0,0.0,1.0,86.75,2.5,0.0,0.75
1881290,1881290,2,1.0,19.61,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1887547,1887547,2,3.0,17.97,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1892113,1892113,2,4.0,17.96,2.0,230,132,1,70.0,0.0,0.5,14.0,6.94,1.0,95.69,2.5,0.0,0.75
1907751,1907751,2,1.0,17.41,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1917748,1917748,2,2.0,0.0,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1918857,1918857,1,1.0,17.4,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1918878,1918878,2,2.0,17.05,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1918966,1918966,2,2.0,17.14,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1919269,1919269,2,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1919985,1919985,2,1.0,16.88,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1920128,1920128,2,2.0,18.39,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1921401,1921401,2,1.0,17.85,2.0,230,132,2,70.0,0.0,0.5,0.0,5.0,1.0,79.75,2.5,0.0,0.75
1921558,1921558,2,1.0,18.12,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1921784,1921784,2,2.0,17.43,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1922414,1922414,2,1.0,16.68,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1923577,1923577,1,1.0,18.2,2.0,230,132,1,70.0,3.25,0.5,20.0,6.94,1.0,101.69,2.5,0.0,0.75
1923633,1923633,2,2.0,16.89,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1923751,1923751,2,2.0,17.52,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1927614,1927614,2,1.0,15.92,5.0,230,132,1,83.0,0.0,0.0,23.55,6.94,1.0,117.74,2.5,0.0,0.75
1927711,1927711,2,2.0,18.15,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1927748,1927748,2,2.0,16.51,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1928352,1928352,2,1.0,18.43,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1929432,1929432,2,1.0,18.08,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1933949,1933949,2,2.0,18.36,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1937663,1937663,2,1.0,17.23,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1937720,1937720,2,3.0,16.47,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1938655,1938655,2,4.0,16.37,5.0,230,132,1,120.0,0.0,0.0,26.24,6.94,1.0,157.43,2.5,0.0,0.75
1938701,1938701,2,2.0,17.89,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1938996,1938996,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1941059,1941059,2,2.0,16.94,2.0,230,132,1,70.0,0.0,0.5,2.0,6.94,1.0,83.69,2.5,0.0,0.75
1941645,1941645,2,3.0,18.6,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1944072,1944072,2,2.0,17.0,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1944575,1944575,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1944822,1944822,2,2.0,16.31,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1944964,1944964,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,9.0,6.94,1.0,90.69,2.5,0.0,0.75
1946587,1946587,2,1.0,16.4,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1949542,1949542,2,1.0,15.31,5.0,230,132,1,87.0,0.0,0.0,19.64,6.94,1.0,117.83,2.5,0.0,0.75
1950362,1950362,2,2.0,16.61,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1951029,1951029,2,2.0,16.87,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1951206,1951206,1,1.0,16.4,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1952042,1952042,2,1.0,17.18,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1952222,1952222,2,3.0,17.26,2.0,230,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.88,2.5,0.0,0.75
1952345,1952345,2,2.0,16.74,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1952660,1952660,1,1.0,16.4,5.0,230,132,1,87.0,0.75,0.0,12.0,6.94,1.0,107.69,0.0,0.0,0.75
1953158,1953158,1,1.0,20.8,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1953633,1953633,2,2.0,17.06,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1953998,1953998,2,2.0,18.3,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1954502,1954502,2,1.0,16.64,5.0,230,132,1,81.0,0.0,0.0,17.05,0.0,1.0,102.3,2.5,0.0,0.75
1954640,1954640,2,1.0,16.95,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1955424,1955424,2,1.0,17.47,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1955961,1955961,2,1.0,14.76,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1956341,1956341,1,1.0,17.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1956787,1956787,1,1.0,14.9,2.0,230,132,1,70.0,3.25,0.5,30.0,0.0,1.0,104.75,2.5,0.0,0.75
1959500,1959500,2,2.0,16.12,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1960343,1960343,2,2.0,16.32,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1962197,1962197,1,1.0,15.4,5.0,230,132,1,87.0,0.75,0.0,0.0,0.0,1.0,88.75,0.0,0.0,0.75
1962481,1962481,2,2.0,16.62,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
1962563,1962563,2,1.0,15.09,2.0,230,132,3,-70.0,0.0,-0.5,0.0,0.0,-1.0,-74.75,-2.5,0.0,-0.75
1962564,1962564,2,1.0,15.09,2.0,230,132,3,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1965331,1965331,2,1.0,15.17,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1966022,1966022,1,3.0,16.0,5.0,230,132,2,86.0,0.75,0.0,0.0,0.0,1.0,87.75,0.0,0.0,0.75
1966178,1966178,1,2.0,17.8,5.0,230,132,1,89.0,0.75,0.0,5.0,0.0,1.0,95.75,0.0,0.0,0.75
1967686,1967686,2,2.0,15.37,2.0,230,132,1,70.0,0.0,0.5,35.0,0.0,1.0,109.75,2.5,0.0,0.75
1968357,1968357,2,3.0,15.78,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1968674,1968674,2,2.0,15.53,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1968680,1968680,1,1.0,15.7,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1969840,1969840,2,2.0,19.32,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
1972938,1972938,2,1.0,15.07,5.0,230,132,1,71.11,0.0,0.5,15.17,0.0,1.0,91.03,2.5,0.0,0.75
1974296,1974296,2,2.0,17.4,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1974882,1974882,1,1.0,16.4,2.0,230,132,1,70.0,8.25,0.5,6.95,0.0,1.0,86.7,2.5,0.0,0.75
1975737,1975737,2,1.0,21.77,1.0,230,132,1,113.6,2.5,0.5,25.56,6.94,1.0,153.35,2.5,0.0,0.75
1977123,1977123,2,1.0,17.18,5.0,230,132,4,-95.0,0.0,0.0,0.0,0.0,-1.0,-99.25,-2.5,0.0,-0.75
1977124,1977124,2,1.0,17.18,5.0,230,132,4,95.0,0.0,0.0,0.0,0.0,1.0,99.25,2.5,0.0,0.75
1977865,1977865,1,1.0,16.6,2.0,230,132,1,70.0,8.25,0.5,17.35,6.94,1.0,104.04,2.5,0.0,0.75
1979109,1979109,2,2.0,17.3,2.0,230,132,1,70.0,5.0,0.5,16.45,0.0,1.0,98.7,2.5,0.0,0.75
1983847,1983847,2,1.0,17.02,2.0,230,132,1,70.0,5.0,0.5,15.0,6.94,1.0,101.69,2.5,0.0,0.75
1987172,1987172,2,3.0,16.26,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1991132,1991132,2,1.0,14.75,2.0,230,132,1,70.0,5.0,0.5,26.01,6.94,1.0,112.7,2.5,0.0,0.75
1993248,1993248,2,1.0,16.31,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
1994464,1994464,2,2.0,17.31,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1997900,1997900,2,2.0,17.75,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2002923,2002923,2,2.0,17.11,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2030027,2030027,2,1.0,17.33,2.0,230,132,1,70.0,0.0,0.5,0.01,0.0,1.0,74.76,2.5,0.0,0.75
2041770,2041770,1,1.0,17.0,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
2041887,2041887,1,1.0,16.9,2.0,230,132,1,70.0,3.25,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
2041903,2041903,2,1.0,27.98,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2042791,2042791,2,1.0,16.59,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2043060,2043060,2,1.0,17.16,5.0,230,132,1,82.0,0.0,0.0,17.25,0.0,1.0,103.5,2.5,0.0,0.75
2043134,2043134,2,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,0.01,6.94,1.0,81.7,2.5,0.0,0.75
2043145,2043145,2,4.0,16.0,5.0,230,132,1,95.0,0.0,0.0,21.24,6.94,1.0,127.43,2.5,0.0,0.75
2043159,2043159,2,1.0,19.26,5.0,230,132,4,-85.0,0.0,0.0,0.0,-6.94,-1.0,-96.19,-2.5,0.0,-0.75
2043160,2043160,2,1.0,19.26,5.0,230,132,4,85.0,0.0,0.0,0.0,6.94,1.0,96.19,2.5,0.0,0.75
2043805,2043805,2,2.0,18.77,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2044037,2044037,2,1.0,17.91,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2046214,2046214,2,2.0,16.81,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2046293,2046293,2,1.0,17.67,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2046858,2046858,2,2.0,17.46,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2047123,2047123,2,2.0,17.51,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2047510,2047510,2,1.0,17.39,5.0,230,132,1,95.0,0.0,0.0,9.92,0.0,1.0,109.17,2.5,0.0,0.75
2047515,2047515,2,1.0,20.11,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2048524,2048524,2,2.0,17.43,2.0,230,132,1,70.0,0.0,0.5,0.0,13.88,1.0,88.63,2.5,0.0,0.75
2048708,2048708,2,2.0,16.86,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
2049468,2049468,2,1.0,16.83,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2051876,2051876,1,1.0,18.5,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2052830,2052830,2,1.0,17.64,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2053901,2053901,2,2.0,18.25,2.0,230,132,1,70.0,0.0,0.5,5.0,0.0,1.0,79.75,2.5,0.0,0.75
2054223,2054223,2,2.0,17.8,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
2054979,2054979,1,1.0,16.4,2.0,230,132,3,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2055564,2055564,1,1.0,17.1,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2057868,2057868,2,2.0,18.58,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,94.19,2.5,0.0,0.75
2058057,2058057,2,1.0,17.78,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2058203,2058203,1,0.0,17.0,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
2058815,2058815,2,2.0,17.56,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2061600,2061600,2,2.0,17.23,2.0,230,132,1,70.0,0.0,0.5,14.0,6.94,1.0,95.69,2.5,0.0,0.75
2062098,2062098,2,2.0,16.1,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
2062190,2062190,2,1.0,17.94,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2065316,2065316,2,2.0,16.35,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2065972,2065972,2,2.0,18.18,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2066818,2066818,2,2.0,18.53,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2068219,2068219,2,2.0,17.27,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2068275,2068275,1,1.0,16.2,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2069229,2069229,2,2.0,17.15,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2070417,2070417,1,1.0,17.2,5.0,230,132,1,85.0,0.75,0.0,0.0,0.0,1.0,86.75,0.0,0.0,0.75
2071440,2071440,1,1.0,17.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
