,Unnamed: 0,VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
1495311,1495311,2,1.0,17.6,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1495551,1495551,1,1.0,17.6,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1497624,1497624,1,1.0,17.5,5.0,230,132,1,87.0,0.75,0.0,19.15,6.94,1.0,114.84,0.0,0.0,0.75
1497963,1497963,2,1.0,17.28,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1498196,1498196,2,2.0,16.27,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1498260,1498260,2,2.0,17.55,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
1498331,1498331,1,3.0,17.6,5.0,230,132,1,85.69,0.75,0.0,0.0,0.0,1.0,87.44,0.0,0.0,0.75
1498710,1498710,2,2.0,15.26,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
1498784,1498784,2,2.0,15.23,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1499215,1499215,2,2.0,16.82,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1499254,1499254,2,1.0,17.79,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1499325,1499325,2,1.0,17.35,1.0,230,132,1,75.1,0.0,0.5,17.36,6.94,1.0,104.15,2.5,0.0,0.75
1499624,1499624,2,2.0,17.17,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1499882,1499882,2,1.0,18.29,2.0,230,132,2,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
1499883,1499883,2,1.0,18.29,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1501811,1501811,2,2.0,17.45,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1502554,1502554,2,2.0,16.66,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1502632,1502632,1,0.0,17.2,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1502833,1502833,2,2.0,16.28,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1502954,1502954,2,1.0,17.68,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1502986,1502986,2,2.0,15.42,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1506211,1506211,2,1.0,21.83,1.0,230,132,2,105.2,0.0,0.5,0.0,6.94,1.0,118.64,2.5,1.75,0.75
1506267,1506267,2,1.0,16.11,5.0,230,132,2,90.0,0.0,0.0,0.0,16.69,1.0,110.94,2.5,0.0,0.75
1507453,1507453,2,4.0,16.22,5.0,230,132,2,80.0,0.0,0.0,0.0,6.94,1.0,91.19,2.5,0.0,0.75
1508331,1508331,2,1.0,17.16,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1508377,1508377,1,1.0,17.0,2.0,230,132,1,70.0,8.25,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1508989,1508989,2,1.0,15.86,2.0,230,132,1,70.0,5.0,0.5,16.45,0.0,1.0,98.7,2.5,0.0,0.75
1509014,1509014,2,2.0,18.42,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1510825,1510825,1,1.0,16.9,2.0,230,132,1,70.0,8.25,0.5,17.35,6.94,1.0,104.04,2.5,0.0,0.75
1512407,1512407,2,2.0,19.81,2.0,230,132,1,70.0,5.0,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
1513386,1513386,2,1.0,17.59,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1513645,1513645,2,1.0,17.05,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1513780,1513780,2,2.0,15.76,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1513989,1513989,1,1.0,16.4,2.0,230,132,4,70.0,8.25,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1514606,1514606,2,2.0,17.01,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1516091,1516091,2,3.0,16.13,5.0,230,132,1,95.0,0.0,0.0,8.0,0.0,1.0,107.25,2.5,0.0,0.75
1516178,1516178,2,2.0,17.47,2.0,230,132,1,70.0,5.0,0.5,0.0,0.0,1.0,79.75,2.5,0.0,0.75
1518850,1518850,1,1.0,16.8,2.0,230,132,1,70.0,8.25,0.5,3.31,6.94,1.0,90.0,2.5,0.0,0.75
1519054,1519054,1,2.0,18.1,5.0,230,132,2,86.69,0.75,0.0,0.0,0.0,1.0,88.44,0.0,0.0,0.75
1519911,1519911,1,1.0,16.5,2.0,230,132,1,70.0,8.25,0.5,17.35,6.94,1.0,104.04,2.5,0.0,0.75
1532528,1532528,2,2.0,17.47,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,89.19,2.5,0.0,0.75
1538453,1538453,2,2.0,17.93,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1553978,1553978,2,1.0,18.01,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
1557933,1557933,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1558030,1558030,1,1.0,17.6,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1558268,1558268,2,1.0,17.69,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1558300,1558300,7,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1560240,1560240,2,2.0,17.43,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1560321,1560321,2,2.0,17.05,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
1560662,1560662,2,2.0,16.73,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1560743,1560743,1,0.0,16.9,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1562507,1562507,1,1.0,16.5,2.0,230,132,2,70.0,3.25,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1563844,1563844,2,1.0,16.02,5.0,230,132,1,85.0,0.0,0.0,10.0,13.88,1.0,113.13,2.5,0.0,0.75
1566821,1566821,1,1.0,17.4,2.0,230,132,1,70.0,3.25,0.5,19.55,23.0,1.0,117.3,2.5,0.0,0.75
1568024,1568024,2,3.0,17.49,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1568179,1568179,2,2.0,16.58,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1569437,1569437,2,2.0,17.72,2.0,230,132,1,70.0,0.0,0.5,20.24,6.94,1.0,101.93,2.5,0.0,0.75
1571075,1571075,2,2.0,17.73,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1573120,1573120,2,1.0,18.29,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1574519,1574519,2,4.0,15.54,5.0,230,132,2,120.0,0.0,0.0,0.0,6.94,1.0,131.19,2.5,0.0,0.75
1577174,1577174,1,2.0,17.6,2.0,230,132,1,70.0,3.25,0.5,17.0,6.94,1.0,98.69,2.5,0.0,0.75
1577825,1577825,2,2.0,17.82,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1578076,1578076,2,2.0,17.47,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1579235,1579235,2,1.0,18.56,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1579916,1579916,2,1.0,16.92,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1580436,1580436,2,2.0,17.72,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1581218,1581218,2,2.0,17.0,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1582765,1582765,2,1.0,16.53,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1585673,1585673,2,2.0,16.55,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1586226,1586226,2,4.0,16.93,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1587903,1587903,2,4.0,17.74,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1589541,1589541,2,2.0,16.38,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,80.94,2.5,0.0,0.0
1590648,1590648,2,2.0,16.85,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1591092,1591092,1,1.0,17.4,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1592160,1592160,2,1.0,20.22,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1594114,1594114,2,2.0,16.37,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1594187,1594187,2,2.0,17.31,2.0,230,132,1,70.0,0.0,0.5,9.0,6.94,1.0,90.69,2.5,0.0,0.75
1596537,1596537,2,2.0,16.54,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1599058,1599058,1,1.0,20.5,2.0,230,132,1,70.0,3.25,0.5,30.0,0.0,1.0,104.75,2.5,0.0,0.75
1599715,1599715,1,2.0,17.4,2.0,230,132,1,70.0,3.25,0.5,3.5,6.94,1.0,85.19,2.5,0.0,0.75
1600495,1600495,2,2.0,16.69,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1602685,1602685,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1604268,1604268,2,2.0,10.25,1.0,230,132,2,54.8,5.0,0.5,0.0,6.94,1.0,71.49,2.5,0.0,0.75
1604364,1604364,2,1.0,16.45,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1606239,1606239,2,1.0,16.68,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1607513,1607513,2,2.0,16.29,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1609622,1609622,2,2.0,13.58,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
1610752,1610752,2,2.0,15.26,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1611512,1611512,2,1.0,18.66,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1611587,1611587,2,2.0,14.66,5.0,230,132,2,85.0,0.0,0.0,0.0,0.0,1.0,89.25,2.5,0.0,0.75
1612233,1612233,2,3.0,15.97,5.0,230,132,1,89.0,0.0,0.0,31.75,0.0,1.0,125.0,2.5,0.0,0.75
1612751,1612751,2,2.0,17.99,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1612886,1612886,1,1.0,17.0,2.0,230,132,1,70.0,8.25,0.5,21.65,6.94,1.0,108.34,2.5,0.0,0.75
1615991,1615991,1,1.0,17.6,2.0,230,132,2,70.0,8.25,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1616698,1616698,2,3.0,15.56,2.0,230,132,2,70.0,5.0,0.5,0.0,0.0,1.0,79.75,2.5,0.0,0.75
1617058,1617058,2,2.0,14.51,2.0,230,132,4,-70.0,-5.0,-0.5,0.0,-6.94,-1.0,-86.69,-2.5,0.0,-0.75
1617059,1617059,2,2.0,14.51,2.0,230,132,4,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1618449,1618449,2,1.0,16.67,2.0,230,132,1,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1618716,1618716,2,2.0,17.22,5.0,230,132,2,80.0,0.0,0.0,0.0,6.94,1.0,91.19,2.5,0.0,0.75
1619581,1619581,2,2.0,16.58,2.0,230,132,1,70.0,5.0,0.5,1.0,6.94,1.0,87.69,2.5,0.0,0.75
1621271,1621271,1,1.0,15.2,5.0,230,132,1,89.0,0.75,0.0,18.15,0.0,1.0,108.9,0.0,0.0,0.75
1622585,1622585,2,2.0,16.35,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1623213,1623213,2,2.0,16.8,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1625418,1625418,2,2.0,16.46,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1626362,1626362,2,2.0,16.87,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1628120,1628120,2,4.0,17.08,5.0,230,132,1,95.0,0.0,0.0,19.85,0.0,1.0,119.1,2.5,0.0,0.75
1629258,1629258,2,2.0,17.75,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1629593,1629593,2,1.0,16.4,2.0,230,132,1,70.0,5.0,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
1635205,1635205,1,1.0,18.2,2.0,230,132,3,70.0,8.25,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1636496,1636496,2,4.0,15.47,5.0,230,132,1,87.0,0.0,0.0,0.0,6.94,1.0,98.19,2.5,0.0,0.75
1636859,1636859,2,1.0,18.24,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
1639020,1639020,2,1.0,16.55,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1647609,1647609,1,1.0,17.7,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1651754,1651754,1,1.0,17.6,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1671963,1671963,2,4.0,18.46,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
1671964,1671964,2,4.0,18.46,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1672194,1672194,1,1.0,18.2,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1672201,1672201,2,2.0,16.94,2.0,230,132,1,70.0,0.0,0.5,12.0,6.94,1.0,93.69,2.5,0.0,0.75
1672277,1672277,2,1.0,17.45,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1672545,1672545,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1672863,1672863,2,1.0,18.2,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1673115,1673115,2,1.0,17.11,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1673717,1673717,2,3.0,17.56,2.0,230,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.88,2.5,0.0,0.75
1674295,1674295,2,1.0,16.7,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1674643,1674643,1,1.0,17.1,5.0,230,132,1,85.0,0.75,0.0,23.4,6.94,1.0,117.09,0.0,0.0,0.75
1674649,1674649,2,2.0,17.34,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1674970,1674970,2,1.0,22.16,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1675141,1675141,2,2.0,17.1,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1676054,1676054,2,1.0,17.99,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1678357,1678357,1,1.0,17.2,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1679352,1679352,2,4.0,17.94,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1681698,1681698,2,2.0,18.24,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,84.19,2.5,0.0,0.75
1683274,1683274,2,2.0,16.93,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1684565,1684565,2,1.0,16.41,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
1688756,1688756,2,1.0,24.21,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1690121,1690121,1,3.0,23.0,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1691851,1691851,1,1.0,17.8,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1693194,1693194,2,2.0,17.16,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1693726,1693726,2,1.0,16.46,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1694127,1694127,2,4.0,17.24,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1694853,1694853,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1696408,1696408,2,1.0,17.33,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1696483,1696483,2,3.0,17.49,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1697387,1697387,1,1.0,14.3,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1697557,1697557,2,2.0,16.84,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1699437,1699437,2,2.0,18.71,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1699524,1699524,2,1.0,17.28,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1699975,1699975,2,1.0,16.04,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1701456,1701456,2,3.0,17.26,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1704303,1704303,1,1.0,16.9,2.0,230,132,1,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1704756,1704756,1,2.0,15.0,5.0,230,132,1,86.0,0.75,0.0,21.9,0.0,1.0,109.65,0.0,0.0,0.75
1707531,1707531,2,2.0,17.29,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1708099,1708099,2,2.0,17.13,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1712885,1712885,2,1.0,17.25,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1713422,1713422,2,2.0,17.76,2.0,230,132,1,70.0,0.0,0.5,10.0,0.0,1.0,84.75,2.5,0.0,0.75
1713443,1713443,2,1.0,18.1,2.0,230,132,1,70.0,0.0,0.5,12.0,6.94,1.0,93.69,2.5,0.0,0.75
1715292,1715292,2,2.0,15.13,2.0,230,132,1,70.0,0.0,0.5,22.43,0.0,1.0,97.18,2.5,0.0,0.75
1716287,1716287,2,2.0,17.25,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1719302,1719302,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1720472,1720472,2,1.0,16.08,5.0,230,132,1,90.0,0.0,0.0,22.39,17.69,1.0,134.33,2.5,0.0,0.75
1720510,1720510,2,1.0,16.52,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1720609,1720609,2,2.0,17.53,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1721032,1721032,2,2.0,17.88,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1722239,1722239,2,1.0,15.25,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1723440,1723440,2,2.0,18.46,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,80.94,2.5,0.0,0.0
1724466,1724466,1,1.0,15.8,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1726505,1726505,1,1.0,18.1,5.0,230,132,2,86.69,0.75,0.0,0.0,0.0,1.0,88.44,0.0,0.0,0.75
1726935,1726935,2,4.0,20.66,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1727366,1727366,2,1.0,17.36,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1727701,1727701,2,4.0,16.97,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1727814,1727814,1,1.0,14.6,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1729070,1729070,2,1.0,16.63,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1730423,1730423,2,3.0,17.59,2.0,230,132,1,70.0,5.0,0.5,10.0,0.0,1.0,89.75,2.5,0.0,0.75
1731184,1731184,1,1.0,17.4,2.0,230,132,1,70.0,8.25,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1736588,1736588,2,2.0,15.5,5.0,230,132,2,85.0,0.0,0.0,0.0,0.0,1.0,89.25,2.5,0.0,0.75
1737499,1737499,1,1.0,15.8,2.0,230,132,1,70.0,8.25,0.5,21.65,6.94,1.0,108.34,2.5,0.0,0.75
1738533,1738533,1,1.0,16.3,5.0,230,132,1,85.0,0.75,0.0,17.35,0.0,1.0,104.1,0.0,0.0,0.75
1738887,1738887,2,1.0,17.2,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1739272,1739272,2,1.0,14.77,1.0,230,132,1,77.9,2.5,0.5,12.77,0.0,1.0,97.92,2.5,0.0,0.75
1740733,1740733,2,2.0,17.28,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1741203,1741203,1,1.0,16.2,2.0,230,132,1,70.0,8.25,0.5,6.0,0.0,1.0,85.75,2.5,0.0,0.75
1741382,1741382,1,1.0,15.8,2.0,230,132,1,70.0,8.25,0.5,17.35,6.94,1.0,104.04,2.5,0.0,0.75
1742153,1742153,1,1.0,16.7,2.0,230,132,1,70.0,8.25,0.5,17.3,6.94,1.0,103.99,2.5,0.0,0.75
1743044,1743044,2,1.0,17.14,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1745633,1745633,2,2.0,15.64,5.0,230,132,1,85.0,0.0,0.0,8.0,0.0,1.0,97.25,2.5,0.0,0.75
1747439,1747439,1,1.0,16.4,2.0,230,132,1,70.0,8.25,0.5,10.0,0.0,1.0,89.75,2.5,0.0,0.75
1750160,1750160,2,2.0,17.15,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1751571,1751571,2,1.0,17.48,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1754584,1754584,2,1.0,15.0,2.0,230,132,1,70.0,5.0,0.5,20.0,14.95,1.0,114.7,2.5,0.0,0.75
1759492,1759492,2,1.0,17.34,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
1768279,1768279,2,1.0,17.37,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1776037,1776037,2,1.0,17.56,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1792697,1792697,1,2.0,17.2,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1792813,1792813,1,1.0,17.4,2.0,230,132,1,70.0,3.25,0.5,17.0,6.94,1.0,98.69,2.5,0.0,0.75
1793066,1793066,2,1.0,17.38,2.0,230,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.88,2.5,0.0,0.75
1793204,1793204,2,1.0,16.87,2.0,230,132,1,70.0,0.0,0.5,8.31,6.94,1.0,90.0,2.5,0.0,0.75
1793436,1793436,2,2.0,18.04,5.0,230,132,1,90.0,0.0,0.0,20.24,6.94,1.0,121.43,2.5,0.0,0.75
1793700,1793700,1,1.0,17.4,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1794336,1794336,2,1.0,17.51,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1794709,1794709,2,1.0,16.67,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1795438,1795438,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1797055,1797055,2,4.0,15.53,5.0,230,132,1,85.0,0.0,0.0,5.0,6.94,1.0,101.19,2.5,0.0,0.75
1798741,1798741,2,4.0,16.58,5.0,230,132,1,95.0,0.0,0.0,19.85,0.0,1.0,119.1,2.5,0.0,0.75
